"公司代號","公司名稱","公司簡稱","產業類別","外國企業註冊地國","住址","營利事業統一編號","董事長","總經理","發言人","發言人職稱","代理發言人","總機電話","成立日期","上市日期","普通股每股面額","實收資本額(元)","已發行普通股數或TDR原發行股數","私募普通股(股)","特別股(股)","編製財務報告類型","普通股盈餘分派或虧損撥補頻率","普通股年度(含第4季或後半年度)現金股息及紅利決議層級","股票過戶機構","過戶電話","過戶地址","簽證會計師事務所","簽證會計師1","簽證會計師2","英文簡稱","英文通訊地址","傳真機號碼","電子郵件信箱","公司網址","投資人關係聯絡人","投資人關係聯絡人職稱","投資人關係聯絡電話","投資人關係聯絡電子郵件","公司網站內利害關係人專區網址"
"2329","華泰電子股份有限公司","華泰","半導體業","－","高雄市楠梓加工出口區中三街9號","	89004161","杜紹堯","董悅明","李俊寬","財務長","洪士民","(07)361-3131","1971/06/12","1994/04/20",新台幣                 10.0000元,5572145330,557214533,70784915,0,合併,每季,董事會,"中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路一段83號5樓","安永聯合會計師事務所(致遠更名)","陳智忠","陳政初","OSE","9 Central 3rd. St. N.E.P.Z.KAOHSIUNG TAIWAN R.O.C","(07)365-2441","ellen_chu@ose.com.tw","www.ose.com.tw","朱蜀詠","會計部部經理","07-3613131#68558","ellen_chu@ose.com.tw","https://www.ose.com.tw/about/about-ose/contact/#investment"
"2330","台灣積體電路製造股份有限公司","台積電","半導體業","－","新竹科學園區力行六路8號","	22099131","劉德音","總裁: 魏哲家","黃仁昭","副總經理暨財務長","高孟華","03-5636688","1987/02/21","1994/09/05",新台幣                 10.0000元,259303804580,25930380458,0,0,合併,每季,董事會,"中國信託商業銀行 代理部","02-6636-5566","台北市重慶南路一段83號5樓","勤業眾信聯合會計師事務所","江美艷","黃裕峰","TSMC","No. 8, Li-Hsin Rd. 6, Hsinchu Science Park,Hsin-Chu 30078, Taiwan, R.O.C.","03-5797337","invest@tsmc.com","Http://www.tsmc.com","蘇志凱","副處長","03-568-2089","jeff_su@tsmc.com","https://www.tsmc.com/csr/ch/CSR/stakeholder.html"
"2331","精英電腦股份有限公司","精英","電腦及週邊設備業","－","台北市內湖區堤頂大道二段239號","	22449566","林郭文艷","楊龍光","陳惠美","處長","謝明宏","(02)2162-1177","1987/05/06","1994/09/21",新台幣                 10.0000元,5574029680,557402968,0,0,合併,每半會計年度,董事會,"群益金鼎證券股份有限公司","(02)2702-3999","台北市敦化南路二段97號B2","勤業眾信聯合會計師事務所","黃秀椿","邱政俊","ECS","NO.239,  SEC2, Ti Ding Blvd.,TAIPEI, TAIWAN 11493","(02)2797-9093","public@ecs.com.tw","http://www.ecs.com.tw","徐小姐","副理","(02)2162-1177","public@ecs.com.tw","http://www.ecs.com.tw/ECSWebSite/Finance/Finance_List.aspx?MenuID=123&childid=M_123&LanID=1"
"2332","友訊科技股份有限公司","友訊","通信網路業","－","台北市內湖區新湖三路289號","	22099189","李中旺","尚未派任","黃稟洲","營運長","楊秀芬","02-66000123","1987/06/20","1994/10/17",新台幣                 10.0000元,6519961660,651996166,0,0,合併,每年,董事會,"中國信託商業銀行代理部","02-6636-5566","台北市重慶南路一段83號5樓","安侯建業會計師事務所","周寶蓮","謝秋華","D-LINK","No. 289, Xinhu 3rd Rd, Neihu DistrictTaipei City, Taiwan, R.O.C.","02-27900977","ir@dlinkcorp.com","www.dlink.com.tw","邱鈺芩","經理","886-2-6600-0123","ir@dlinkcorp.com","http://www.dlinktw.com.tw/about/dlink/18"
"2337","旺宏電子股份有限公司","旺宏","半導體業","－","新竹科學園區新竹巿力行路16號","	22099548","吳敏求","盧志遠","吳敏求","董事長兼執行長","葉沛甫","03-5786688","1989/12/09","1995/03/15",新台幣                 10.0000元,18563090820,1856309082,55651,0,合併,每年,股東會,"旺宏電子(股)公司股務室","02-25638128","台北市中山區松江路162之1號2樓","勤業眾信聯合會計師事務所","葉東煇","施景彬","Macronix","No.16, Li-Hsin Road, Hsinchu Science ParkHsinchu, Taiwan, R.O.C.","02-25638685","ir@mxic.com.tw","http://www.macronix.com","孫茂綸","專案處長","03-5786688","ir@mxic.com.tw","http://www.mxic.com.tw/zh-tw/CSR/Pages/StakeholderArea.aspx"
"2338","台灣光罩股份有限公司","光罩","半導體業","－","新竹市科學園區創新一路十一號","	22099408","蔡國智","陳立惇","林良桔","資訊服務部副處長","蔡佳芸","(03)563-4370","1988/10/21","1995/04/17",新台幣                 10.0000元,2527136110,252713611,0,0,合併,每年,股東會,"中國信託代理部","(02)6636-5566","台北市重慶南路一段83號5樓","資誠聯合會計事務所","李典易","鄭雅慧","TMC","NO.11 INNOVATION RD.1,SCIENCE-BASE INDUSTRIAL PARK,HSINCHU","(03)578-0752","無","http://www.tmcnet.com.tw","蔡佳芸","財務部副理","03)563-4370#118","Megan@tmcnet.com.tw","http://www.tmcnet.com.tw/Eng/EngIndex-stakeholder.htm"
"2340","光磊科技股份有限公司","光磊","光電業","－","新竹科學園區創新一路8號","	47255947","王虹東","王虹東","胡財能","資深協理","胡財能","(03)5638951","1983/12/21","1995/05/02",新台幣                 10.0000元,3786228460,378622846,0,0,合併,每年,董事會,"台新國際商業銀行股務代理部","02-25048125","台北市建國北路一段96號B1","資誠聯合會計師事務所","林玉寬","賴宗羲","OPTOTECH","NO.8, Innovation Rd.1,Hsinchu Science Park,Hsinchu, Taiwan, R.O.C.","03-5783696","stock@opto.com.tw","http://www.opto.com.tw/","胡財能","資深協理","03-5638951","stock@opto.com.tw","http://www.optotech.com.tw/communicate.aspx"
"2342","台灣茂矽電子股份有限公司","茂矽","半導體業","－","新竹市科學園區研新一路一號","	22099110","唐亦仙","唐亦仙","鄧志達","副總經理","鄧志達","(03)578-3344","1987/01/08","1995/09/19",新台幣                 10.0000元,1562176440,156217644,38000000,0,合併,每年,股東會,"台新國際商業銀行股務代理部","(02)2504-8125","台北市建國北路一段96號地下一樓","資誠聯合會計師事務所","鄭雅慧","溫芳郁","MVI","No. 1 Creation Rd. 1, Science-Based Industrial Park,Hsinchu, Taiwan, R.O.C.","(03)566-5888","IR@mail.mosel.com.tw","http://www.mosel.com.tw","曾星于","專案副理","03-5783344","IR@mail.mosel.com.tw","http://www.mosel.com.tw/about_csr.asp?left_n=1"
"2344","華邦電子股份有限公司","華邦電","半導體業","－","台中市大雅區中部科學園區科雅一路8號","	22099218","焦佑鈞","陳沛銘","黃求己","財務長","范祥雲/周致中","(04)25218168","1987/09/29","1995/10/18",新台幣                 10.0000元,39800001930,3980000193,0,0,合併,每半會計年度,董事會,"華邦電子股份有限公司股務辦事處","(02)27905885","台北市內湖區行善路398號8樓","勤業眾信聯合會計師事務所","徐文亞","余鴻賓","WEC","No.8, Keya 1st Rd., Daya Dist.,Taichung City, Taiwan, R.O.C","(03)5796119","YCWang16@WINBOND.COM","WWW.WINBOND.COM","陳姿諭","專業經理","(03)5678168ext.71002","InvestorRelation@winbond.com","WWW.WINBOND.COM"
"2345","智邦科技股份有限公司","智邦","通信網路業","－","新竹市科學工業園區研新三路一號","	22099287","郭飛龍","馬思睿","林信玄","資深協理","陳慧玲","(03)5770270","1988/02/09","1995/11/15",新台幣                 10.0000元,5585153970,558515397,0,0,合併,每年,股東會,"元大證券股份有限公司","02-25865859","台北市承德路三段210號地下一樓","勤業眾信聯合會計師事務所","林政治","黃裕峰","ACCTON","1 Creation 3rd Rd., Hsinchu Science ParkHsinchu 30077, Taiwan, R.O.C.","(03)5637261","accton@accton.com","http://www.accton.com","林信玄","資深協理","(03)5770270-1526","IR@accton.com","http://www.accton.com.tw/interested.asp"
"2347","聯強國際股份有限公司","聯強","電子通路業","－","台北市民生東路3段75號4樓","	23060541","苗豐強","杜書伍","杜書全","事業開發暨策略副總裁","陳怡如","2506-3320","1988/09/12","1995/12/13",新台幣                 10.0000元,16679469680,1667946968,0,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路1段83號5樓","資誠聯合會計師事務所","葉翠苗","梁益彰","Synnex","4th Fl., 75, Sec. 3, Ming-Sheng E. Rd.,Taipei, Taiwan, R.O.C.","2505-6934","evelynchen@synnex.com.tw","http://www.synnex-grp.com/","陳怡如","財務副總監","2506-3320","evelynchen@synnex.com.tw","http://www.synnex-grp.com/g03_corporate_02.html"
"2348","海悅國際開發股份有限公司","海悅","其他","－","台北市松山區敦化北路260號7樓","	22624873","黃希文","王俊傑","王俊傑","總經理","黃江煌","02-87122888","1987/08/12","1996/01/05",新台幣                 10.0000元,875152010,87515201,0,0,合併,每年,股東會,"群益金鼎證券股份有限公司","02-27023999","北市敦化南路二段97號地下二樓","勤業眾信聯合會計師事務所","陳培德","郭俐雯","Hiyes","7F, No. 260, Dunhua N. Rd.,Taipei, Taiwan, R.O.C.","02-87128308","spokesman1@hiyes.com","www.hiyes-group.com.tw","黃江煌","財務主管","87122888","spokesman2@hiyes.com","www.hiyes-group.com.tw"
"2349","錸德科技股份有限公司","錸德","光電業","－","新竹縣湖口鄉光復北路42號","	23218873","葉垂景","葉垂景","葉垂景","董事長兼執行長","潘燕民、吳孟翰","03-5985696","1988/12/29","1996/04/23",新台幣                 10.0000元,12841579000,1284157900,0,0,合併,每年,股東會,"台新國際商業銀行股務代理部","02-25048125","台北市建國北路一段96號地下一樓","安永聯合會計師事務所","徐榮煌","涂嘉玲","RITEK","NO.42 KUANGFU N.RD HSINCHU INDUSTRIAL PARKHSINCHU COUNTY TAIWAN R.O.C","03-5979963","personal@ritek.com.tw","http://www.ritek.com.tw","吳孟翰","副總經理","03-5985696-8776","John.wu@ritek.com.tw","http://www.ritek.com.tw"
"2351","順德工業股份有限公司","順德","半導體業","－","彰化市大竹里彰南路二段260號","	58506816","陳朝雄","陳維德","陳朝興","副總經理","黃瑞杰","04-7383991","1967/10/17","1996/04/25",新台幣                 10.0000元,1821402490,182140249,0,0,合併,每年,股東會,"群益金鼎證券股份有限公司","02-27023999","台北市大安區敦化南路二段97號B2","國富浩華聯合會計師事務所","楊貞瑜","林明壽","SDI","260,Sec.2,Chang Nan RoadChang Hua,Taiwan, R.O.C","04-7320588","stock@email.sdi.com.tw","www.sdi.com.tw","葉芳伶","投資人關係專員","04-7383991","Invest@email.sdi.com.tw","www.sdi.com.tw"
"2352","佳世達科技股份有限公司","佳世達","電腦及週邊設備業","－","桃園市龜山區山鶯路157號","	12490306","陳其宏","陳其宏","洪秋金","財務長","王立善","03-3598800","1984/04/21","1996/07/22",新台幣                 10.0000元,19667819580,1966781958,0,0,合併,每年,董事會,"台新國際商業銀行股務代理部","02-25048125","台北市建國北路一段96號地下一樓","安侯建業聯合會計師事務所","唐慈杰","張惠貞","Qisda","157 Shan-Ying Road,Gueishan, Taoyuan 333, Taiwan,R.O.C.","03-3593389","Investor@Qisda.com","Qisda.com.tw","王立善","投資處長","03-3598800#3202","Investor@Qisda.com","http://www.qisda.com.tw/page.aspx?uid=50"
"2353","宏碁股份有限公司","宏碁","電腦及週邊設備業","－","台北市松山區復興北路369號7樓之5","	20828393","陳俊聖","陳俊聖","陳怡如","財務長","張鉅靈","(02)27195000","1976/08/01","1996/09/18",新台幣                 10.0000元,30749338280,3074933828,0,0,合併,每年,董事會,"宏碁股份有限公司股務室","(02)27195000","台北市松山區復興北路369號7樓之5","安侯建業聯合會計師事務所","張惠貞","唐慈杰","ACER","7F-5, 369, Fuxing N. Rd.Taipei 105, Taiwan, R.O.C.","(02)87125519","stock.affairs@acer.com","http://www.acer.com","張家菲","處長","(02)26961234","investor.relations@acer.com","https://www.acer-group.com/ag/zh/TW/content/stakeholder-grievance-mechanism"
"2354","鴻準精密工業股份有限公司","鴻準","其他電子業","－","新北市土城區中山路3-2號","	23707801","李光曜","李翰明","劉正光","經理","劉正光","22680970","1990/04/26","1996/10/08",新台幣                 10.0000元,14144851920,1414485192,0,0,合併,每年,董事會,"福邦證券股份有限公司","(02)2371-1658","台北市中正區忠孝西路一段６號６樓","資誠聯合會計師事務所","馮敏娟","吳漢期","FTC","NO.3-2 Chung-Shan Rd.Tu-Cheng City,Taipei Shein. R.O.C.","22687176","ftc@foxconn.com","www.foxconntech.com.tw","劉正光","投資管理部經理","02-22681700","c.k.liu@foxconn.com","http://www.foxconntech.com.tw/invest6-6.aspx"
"2355","敬鵬工業股份有限公司","敬鵬","電子零組件業","－","桃園縣蘆竹鄉內厝村3鄰內厝街46號","	43816068","曾劉玉枝","黃松麟","蕭公彥","經理","黃郁雅","03-3222226","1979/09/26","1996/10/14",新台幣                 10.0000元,3974954200,397495420,0,0,合併,每年,股東會,"康和綜合證券股份有限公司","02- 87871888","110台北市信義區基隆路一段176號B1","安侯建業聯合會計師事務所","呂莉莉","王勇勝","CHIN-POON","NO.46, NEI-TSUOH ST., 3RD LIN.,NEI-TSUOH VILLAGE, LU-CHU COUNTYTAO-YUAN HSIEN, TAIWAN, R.O.C","03-3218064","spokesman@cppcb.com.tw","http://www.cppcb.com.tw","蕭公彥","經理","03-3222226","spokesman@cppcb.com.tw","http://www.chinpoon.com.tw/_chinese/html/8_mail/0_overview.php"
"2356","英業達股份有限公司","英業達","電腦及週邊設備業","－","北市後港街六十六號","	04322046","卓桐華","巫永財","游進寶","副總經理","巫永財","28810721","1975/06/09","1996/11/13",新台幣                 10.0000元,35874750660,3587475066,0,0,合併,每年,董事會,"台新國際商業銀行股務代理部","25048125","北市建國北路一段九十六號地下一樓","安侯建業聯合會計師事務所","林琬琬","楊柳鋒","INVENTEC","66,Hou-Kang StreetTaipei,Taiwan,R.O.C","28828086","iec@inventec.com","https://www.inventec.com/","張舋之","經理","28810721#21656","Chang.Ada@inventec.com","https://www.inventec.com/tw/csr-5"
"2357","華碩電腦股份有限公司","華碩","電腦及週邊設備業","－","台北市北投區立德路15號","	23638777","施崇棠","許先越/胡書賓","吳長榮","財務長","宋致皓","(02)28943447","1990/04/02","1996/11/14",新台幣                 10.0000元,7427602800,742760280,0,0,合併,每年,股東會,"凱基證券(股)公司股務代理部","(02)23892999","台北市重慶南路一段2號5樓","資誠聯合會計師事務所","周建宏","林鈞堯","ASUSTEK","No. 15, Li-Te Rd., PeitouTaipei 112, Taiwan, R.O.C.","(02)28926140","investor@asus.com","http://www.asus.com.tw","吳長榮","財務長","(02)28943447","investor@asus.com","http://csr.asus.com/chinese/index.aspx#121"
"2358","廷鑫興業股份有限公司","廷鑫","其他","－","台南市仁德區保安路一段68號","	22447526","吳福禱","顏兆鑫","趙立玲","財務部副總經理","黃麗貞","06-2664126","1987/05/01","1996/12/18",新台幣                 10.0000元,946161720,94616172,26674393,0,合併,每年,董事會,"福邦證券股份有限公司股務代理部","02-2371-1658","台北市中正區忠孝西路一段6號6樓","安侯建業聯合會計師事務所","郭士華","張字信","TS","Baoan Rd., Sec. 1, No. 68Rende Dist., Tainan City, Taiwan","06-2664983","sales@ts-metal.com.tw","http://www.tingsin.com.tw","趙立玲","財務部副總經理","06-2664126","lilingchao@ts-metal.com.tw","http://www.tingsin.com.tw"
"2359","所羅門股份有限公司","所羅門","其他電子業","－","台北市內湖區行忠路四十二號6樓","	23640801","陳政隆","陳政隆","朱淑娥","董事長特別助理","缺額待補","(02)8791-8989","1990/05/07","1996/12/19",新台幣                 10.0000元,1714710520,171471052,0,0,合併,每半會計年度,股東會,"統一證券(股)股務代理部","(02)2747-8266","台北市松山區東興路8號B1樓","資誠會計師事務所","梁益彰","陳憲正","SOLOMON","6F, No.42, Shing Jung Rd.,Taipei, Taiwan, R.O.C.","(02)8791-9701","stock@solomon.com.tw","www.solomon.com.tw","陳雪蘋","特助","(02)8791-8989","stock@solomon.com.tw","https://www.solomon.com.tw/contact-us/"
"2360","致茂電子股份有限公司","致茂","其他電子業","－","桃園市龜山區華亞一路66號","	09461025","黃欽明","黃欽明","應正","財務長","簡瑞瑩","(03)327-9999","1984/11/08","1996/12/21",新台幣                 10.0000元,4198211870,419821187,0,0,合併,每年,董事會,"台新國際商業銀行股務代理部","(02)2504-8125","104台北市建國北路1段96號B1","勤業眾信聯合會計師事務所","李振銘","郭文吉","CHROMA","66 Huaya 1st Road, Guishan,Taoyuan, Taiwan","(03)327-8898","info@chromaate.com","http://www.chromaate.com","簡瑞瑩","處長","(03)327-9999","jennifer@chroma.com.tw","http://www.chroma.com.tw/page/csr_communication_tc/index"
"2362","藍天電腦股份有限公司","藍天","電腦及週邊設備業","－","新北市三重區興德路129號","	09424319","許崑泰","蔡明賢","吳麥","財務長","邱淑娟","(02)22789696","1983/10/04","1997/04/02",新台幣                 10.0000元,6697630000,669763000,0,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路一段83號5樓","資誠聯合會計師事務","吳漢期","梁華玲","CLEVO CO.","No.129, Xingde Rd., Sanchong Dist.,New Taipei City 241, Taiwan","(02)22784795","public@clevo.com.tw","www.clevo.com.tw","吳麥","財務長","02-2278-9696","public@clevo.com.tw","www.clevo.com.tw"
"2363","矽統科技股份有限公司","矽統","半導體業","－","新竹市公道五路二段180號","	22099202","簡誠謙","許時中","簡誠謙","董事長","許時中","(03)5166000","1987/08/26","1997/08/01",新台幣                 10.0000元,5540624770,554062477,0,0,合併,每年,股東會,"宏遠證券股份有限公司","02-23268818","106台北市大安區信義路四段２３６號３樓","安永聯合會計師事務所","郭紹彬","許新民","SiS","No.180,Sec.2,Gongdaowu Rd.,HSIN CHU,TAIWAN,R.O.C.","(03)5711479","support@sis.com","www.sis.com","許哲嘉","專案經理","(03)5711294","IR@sis.com","www.sis.com"
"2364","倫飛電腦實業股份有限公司","倫飛","電腦及週邊設備業","－","臺北市內湖區瑞光路550號11樓","	79883646","高育仁","高思復","楊建國","處長","陳淑玲經理","(02)55899999","1984/02/27","1997/08/11",新台幣                 10.0000元,1959324330,195924043,105000000,8390,合併,每年,股東會,"亞東證券股份有限公司股務代理部","02-7753-1699","新北市板橋區新站路16號13樓","安侯建業聯合會計師事務所","黃柏淑","尹元聖","Twinhead","11F,550 Rueiguang RoadNeihu,Taipei,Taiwan 114,Roc","(02)55557777","stock@twinhead.com.tw","http://www.twinhead.com.tw","楊建國","處長","(02)5589-9999","stock@twinhead.com.tw","http://www.twinhead.com.tw/rela.php"
"2365","昆盈企業股份有限公司","昆盈","電腦及週邊設備業","－","新北市三重區重新路五段492號1-8樓","	05141520","卓世坤","卓世坤","卓世坤","執行長","高安民","(02)29956645","1983/11/03","1997/11/03",新台幣                 10.0000元,2345384960,234538496,0,0,合併,每季,董事會,"兆豐證券股份有限公司股務代理部","(02)3393-0898","台北市忠孝東路二段95號1樓","勤業眾信聯合會計師事務所","吳美慧會計師","黃堯麟會計師","KYE","1-8F No.492, Sec. 5, Chongxin Rd.Sanchong Dist., New Taipei City 24160","(02)29956649","IR@geniusnet.com.tw","www.geniusnet.com.tw","高安民","副總經理","(02)29956645","Kevin_Kao@geniusnet.com.tw","http://tw.geniusnet.com/investor"
"2367","燿華電子股份有限公司","燿華","電子零組件業","－","新北市土城區中山路4巷3號","	05637971","張元銘","洪顯青","吳錦芳","副總","周政賢","(02)22685071","1984/12/31","1997/12/13",新台幣                 10.0000元,6194071750,619407175,0,0,合併,每年,股東會,"燿華電子股務室","(02)2705-1333","台北市敦化南路二段98號12樓","安侯建業會計師事務所","王清松","莊鈞維","UNITECH","NO.3, Lane 4 ,Chung-Shan Road,Tucheng Dist, New Taipei City,Taiwan ROC","(02)22685074","kanty-wu@pcbut.com.tw","www.pcbut.com.tw","吳錦芳","副總","(02)22685071","kanty-wu@pcbut.com.tw","http://www.pcbut.com.tw/chinese/social/index.html"
"2368","金像電子(股)公司","金像電","電子零組件業","－","桃園市中壢區西園路113號","	30955404","楊承澤","楊承澤","楊承蓉","處長","楊長津","(03)4612541","1981/09/05","1998/03/09",新台幣                 10.0000元,5464878410,546487841,0,0,合併,每年,股東會,"中國信託商業銀行代理部","(02)6636-5566","台北市重慶南路一段83號5樓","勤業眾信聯合會計師事務所","陳昭伶","張瑞娜","GCE","NO.113,Shi Yuan Rd.Chung Li IND.PARK.Taoyuan Taiwan R.O.C.","(03)2506349","2c0@gce.com.tw","http://www.gce.com.tw/","楊承蓉","處長","03)4612541-22588","Tina_yang@gce.com.tw","http://www.gce.com.tw/gce_tw/financial.html"
"2369","菱生精密工業股份有限公司","菱生","半導體業","－","台中市潭子區南二路五之一號","	55625676","葉樹泉","蔡澤松","賴銘為","財務長","蔡汐姿","04-25335120","1973/04/23","1998/04/10",新台幣                 10.0000元,3801023440,380102344,0,0,合併,每年,股東會,"中國信託商業銀行代理部","02-66365566","100台北市重慶南路一段83號5F","勤業眾信聯合會計師事務所","蔣淑菁","蘇定堅","LPI","5-1 Nan 2nd RoadTaichung, Taiwan R.O.C.","04-25327904","lpi@lingsen.com.tw","http://www.lingsen.com.tw","賴銘為","財務長","04-25335120","larrylai@lingsen.com.tw","http://www.lingsen.com.tw"
"2371","大同股份有限公司","大同","電機機械","－","台北市中山北路3段22號","	11026506","林郭文艷","林郭文艷","彭文傑","執行副總經理兼財務長","王隆潔","02-25925252","1950/04/11","1962/02/09",新台幣                 10.0000元,23395366850,2339536685,0,0,合併,每年,股東會,"本公司股務處","25925252-3258","台北市中山北路3段22號","安永聯合會計師事務所","王瑄瑄","許新民","TATUNG CO.","22 Chungshan North Road,3rd Sec.,Taipei,Taiwan,R.O.C","02-25921813","webmaster@tatung.com.tw","http://www.tatung.com.tw","黃筱穎","資深經理","02-25925252 轉2635","irene.hh@tatung.com","http://www.tatung.com.tw/b5/appeal.asp"
"2373","震旦行股份有限公司","震旦行","其他電子業","－","台北市信義路五段二號十五樓","	03568400","袁蕙華","周銘中","馬志賢","發言人","王玉治","(02)2345-8088","1963/07/19","1991/08/01",新台幣                 10.0000元,2362025180,236202518,0,0,合併,每年,股東會,"元大證券股份有限公司","(02)25865859","台北市承德路3段210號B1","勤業眾信聯合會計師事務所","黃海悅","謝建新","Aurora","15Fl,No.2,Sec.5,Shinyi-RoadTaipei,Taiwan,R.O.C.","(02)2345-8061","IR@aurora.com.tw","www.aurora.com.tw","馬志賢","總經理","0965581965","IR@aurora.com.tw","https://www.aurora.com.tw/xmdoc/cont?xsmsid=0H049482612387091212"
"2374","佳能企業股份有限公司","佳能","光電業","－","新北市新莊區中環路三段200號18樓","	11394902","曾明仁","曾明仁","曾明仁","董事長","鄭可人","(02)8522-9788","1965/05/21","1995/01/16",新台幣                 10.0000元,2823628120,282362812,0,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)66365566","台北市中正區重慶南路一段83號五樓","資誠聯合會計師事務所","阮呂曼玉","曾惠瑾","ABILITY","5F.,N0.8,LN.7 , WUQUAN RD,WUGU DISTNEW TAIPEI CITY, TAIWAN R.O.C.","(02)8522-9789","kc.cheng@abilitycorp.com.tw","www.abilitycorp.com.tw","鄭可人","公關經理","02-8522 9788","kc.cheng@abilitycorp.com.tw","www.abilitycorp.com.tw"
"2375","凱美電機股份有限公司","凱美","電子零組件業","－","新北市汐止區新台五路一段81號13樓","	34230543","翁啟勝","張維祖","張維祖","副董事長兼總經理","趙惠娟","(02)26981010","1978/09/11","1998/08/29",新台幣                 10.0000元,1358441680,135844168,0,0,合併,每年,股東會,"元富證券股份有限公司","(02)2768-6668","台北市松山區光復北路11巷35號地下一樓","安侯建業聯合會計師事務所","簡思娟","羅瑞蘭","KAIMEI","13F, No.81, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City, Taiwan.","(02)26980386","winnie.chen@jamicon.teapo.com","http://jamicon.teapo.com","趙惠娟","協理","(02)26981010","elaine.chao@jamicon.teapo.com","http://jamicon.teapo.com"
"2376","技嘉科技股份有限公司","技嘉","電腦及週邊設備業","－","新北市新店區寶強路六號","	22044755","葉培城","李宜泰","孫國仁","協理","陳靜婷","89124000","1986/04/30","1998/09/24",新台幣                 10.0000元,6356888860,635688886,0,0,合併,每年,董事會,"中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","林瑟凱","王方瑜","GIGABYTE","NO6, Bau Chiang Road,Hsin-Tien,New Taipei city,Taiwan,R.O.C","02-89124010","stockholder@gigabyte.com","http://www.gigabyte.com","孫國仁","協理","89124000","stockholder@gigabyte.com","http://www.gigabyte.tw/gigabyte.aspx?s=-3&p="
"2377","微星科技股份有限公司","微星","電腦及週邊設備業","－","新北市中和區立德街69號","	22178368","徐祥","黃金請","洪寶玉","副總經理","林益愷","(02)32345599","1986/08/04","1998/10/31",新台幣                 10.0000元,8448561990,844856199,0,0,合併,每年,董事會,"中國信託商業銀行代理部","(02)66365566","台北市重慶南路一段83號5樓","資誠聯合會計師事務所","梁華玲","賴宗羲","MSI","No.69, Lide St., Zhonghe Dist.,New Taipei City 235, Taiwan  R.O.C.","(02)22271707","080419861@msi.com.tw","http://tw.msi.com/","張茹婷","協理","(02)32345599","080419862@msi.com","http://tw.msi.com/"
"2379","瑞昱半導體股份有限公司","瑞昱","半導體業","－","新竹科學園區創新二路2號","	22671299","葉南宏","邱順建","黃依瑋","副總經理","林漢臣","03-5780211","1987/10/21","1998/10/26",新台幣                 10.0000元,5106848750,510684875,0,0,合併,每年,董事會,"中國信託商業銀行代理部","02-66365566","台北市重慶南路一段83號5F","資誠聯合會計師事務所","林玉寬","鄭雅慧","RT","No.2, Innovation Road Ⅱ, Hsinchu Science Park, Hsinchu 300, TaiwanHSINCHU,TAIWAN","03-5633909","investors@realtek.com","www.realtek.com","陳慧珊","投資人關係經理","03-5780211","investors@realtek.com","www.realtek.com"
"2380","虹光精密工業股份有限公司","虹光","電腦及週邊設備業","－","新竹縣新竹科學園區研新一路二十號","	22099759","盛少瀾","盛少瀾","郭祖訓","經理","鄒佳惠","03-5782388","1991/04/24","1998/12/03",新台幣                 10.0000元,1794440840,179444084,17000000,0,合併,每半會計年度,董事會,"永豐金證券股份有限公司","02-23816288","台北市博愛路17號3樓","資誠聯合會計師事務所","江采燕","林玉寬","AVISION","No.20,Creation Rd. 1,Science-Based Industrial Park,HsinchuTaiwan,ROC","03-6662682","erickuo@avision.com.tw","www.avision.com.tw","郭祖訓","經理","03-5782388#8210","erickuo@avision.com.tw","http://www.avision.com.tw/motion.asp?menuid=10138&lgid=1&siteid=100407"
"2382","廣達電腦股份有限公司","廣達","電腦及週邊設備業","－","桃園市龜山區文化里文化二路188號","	22822281","林百里","梁次震","楊俊烈","總管理處 資深副總","許昭瑾","03-3272345","1988/05/09","1999/01/08",新台幣                 10.0000元,38626274320,3862627432,0,0,合併,每年,股東會,"中國信託商業銀行   代理部","02-66365566","台北市重慶南路一段83號 5樓","安侯建業聯合會計師事務所","林琬琬","楊柳鋒","QCI","No.211, Wenhua 2nd Rd., Guishan Dist.,Taoyuan City 33377, Taiwan, R. O. C.","03-3271511","qci.invest@quantatw.com","www.quantatw.com","許昭瑾","部經理","03-3272345","qci.invest@quantatw.com","http://www.quantatw.com/Quanta/chinese/about/ske.aspx"
"2383","台光電子材料股份有限公司","台光電","電子零組件業","－","桃園巿觀音區觀音工業區大同一路18號","	86521351","董定宇","董定宇","張麗秋","董事長室處長","江碧珠","(03)4837937","1992/03/24","1998/11/27",新台幣                 10.0000元,3197080640,319708064,0,0,合併,每年,股東會,"亞東證券股份有限公司","(02)7753-1699","新北市板橋區新站路16號13樓","安侯建業聯合會計師事務所","陳宜君","江忠儀","EMC","No.18, Datong 1st Rd., Guanyin Dist.,Taoyuan City 32849, Taiwan(R.O.C.)","(03)4837949","candy@mail.emctw.com","http://www.emctw.com","莊育清","資深經理","03-4837937","IR@mail.emctw.com","http://www.emctw.com"
